Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
testsubmit,Chrome 109.0.0.0,,,2566-01-29 01:01:25,2566-01-29 01:54:15,52m - 50.094s,FAILED
,,,,,,,
Test Cases/Login Pass,Chrome 109.0.0.0,,,2566-01-29 01:01:25,2566-01-29 01:01:38,12.187s,PASSED
"openBrowser("""")",Chrome 109.0.0.0,,,2566-01-29 01:01:27,2566-01-29 01:01:32,5.193s,PASSED
"navigateToUrl(""https://qar2.wolfapprove.com/"")",Chrome 109.0.0.0,,,2566-01-29 01:01:32,2566-01-29 01:01:34,2.686s,PASSED
"setText(findTestObject(""Object Repository/Page_WOLF/input_Forgot Password_username""), ""wolf01@qar2.com"")",Chrome 109.0.0.0,,,2566-01-29 01:01:34,2566-01-29 01:01:36,1.481s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_WOLF/input_Forgot Password_password""), ""/eWc8J9JFEG5WeA2mg7b1w=="")",Chrome 109.0.0.0,,,2566-01-29 01:01:36,2566-01-29 01:01:37,0.809s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_WOLF/input_Forgot Password_password""), Keys.chord(ENTER))",Chrome 109.0.0.0,,,2566-01-29 01:01:37,2566-01-29 01:01:38,0.815s,PASSED
,,,,,,,
Test Cases/Sprint1/Validation_Request_Page_Savedraft,Chrome 109.0.0.0,Check required filed,,2566-01-29 01:01:38,2566-01-29 01:02:48,1m - 10.635s,PASSED
"click(findTestObject(""Object Repository/Page_WOLF/button_New Request""))",Chrome 109.0.0.0,,,2566-01-29 01:01:39,2566-01-29 01:01:41,1.362s,PASSED
"setText(findTestObject(""Object Repository/Page_WOLF/input_concat(id(, , fil, , ))_fil""), ""KTL-VLD01"")",Chrome 109.0.0.0,,,2566-01-29 01:01:41,2566-01-29 01:01:42,1.202s,PASSED
"click(findTestObject(""Object Repository/Page_WOLF/p_KTL-VLD01  Validation Form""))",Chrome 109.0.0.0,,,2566-01-29 01:01:42,2566-01-29 01:02:14,32.017s,PASSED
"click(findTestObject(""Object Repository/Page_WOLF/button_Save Draft""))",Chrome 109.0.0.0,,,2566-01-29 01:02:14,2566-01-29 01:02:16,2.291s,PASSED
"click(findTestObject(""Object Repository/Page_WOLF/button_Confirm""))",Chrome 109.0.0.0,,,2566-01-29 01:02:16,2566-01-29 01:02:48,31.924s,PASSED
"verifyNotEqual(getUrl(), ""https://qar2.wolfapprove.com/Default"", STOP_ON_FAILURE)",Chrome 109.0.0.0,,,2566-01-29 01:02:48,2566-01-29 01:02:48,0.233s,PASSED
"verifyEqual(getUrl(), ""https://qar2.wolfapprove.com/Request?MemoID=0&template=121"")",Chrome 109.0.0.0,,,2566-01-29 01:02:48,2566-01-29 01:02:48,0.048s,PASSED
,,,,,,,
Test Cases/Sprint1/Validation_Request_Page_Submit,Chrome 109.0.0.0,,,2566-01-29 01:02:48,2566-01-29 01:04:33,1m - 45.160s,PASSED
waitForPageLoad(5),Chrome 109.0.0.0,,,2566-01-29 01:02:49,2566-01-29 01:02:49,0.285s,PASSED
"click(findTestObject(""Object Repository/Page_WOLF/button_Submit""))",Chrome 109.0.0.0,,,2566-01-29 01:02:49,2566-01-29 01:02:50,0.700s,PASSED
"click(findTestObject(""Object Repository/Page_WOLF/button_Confirm""))",Chrome 109.0.0.0,,,2566-01-29 01:02:50,2566-01-29 01:03:22,31.833s,PASSED
"verifyNotEqual(getUrl(), ""https://qar2.wolfapprove.com/Default"", STOP_ON_FAILURE)",Chrome 109.0.0.0,,,2566-01-29 01:03:22,2566-01-29 01:03:22,0.031s,PASSED
"verifyEqual(getUrl(), ""https://qar2.wolfapprove.com/Request?MemoID=0&template=121"")",Chrome 109.0.0.0,,,2566-01-29 01:03:22,2566-01-29 01:03:22,0.020s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_WOLF/small_is required""))",Chrome 109.0.0.0,,,2566-01-29 01:03:22,2566-01-29 01:03:22,0.627s,PASSED
"click(findTestObject(""Object Repository/Page_WOLF/input""))",Chrome 109.0.0.0,,,2566-01-29 01:03:22,2566-01-29 01:03:25,2.990s,PASSED
"click(findTestObject(""Object Repository/Page_WOLF/a_Today""))",Chrome 109.0.0.0,,,2566-01-29 01:03:25,2566-01-29 01:03:26,0.961s,PASSED
"click(findTestObject(""Object Repository/Page_WOLF/input__p-inputtext p-component information-_4aaea2""))",Chrome 109.0.0.0,,,2566-01-29 01:03:26,2566-01-29 01:03:27,0.793s,PASSED
"click(findTestObject(""Object Repository/Page_WOLF/td_TCB""))",Chrome 109.0.0.0,,,2566-01-29 01:03:27,2566-01-29 01:04:01,33.345s,PASSED
"click(findTestObject(""Object Repository/Page_WOLF/button_Submit""))",Chrome 109.0.0.0,,,2566-01-29 01:04:01,2566-01-29 01:04:01,0.862s,PASSED
"click(findTestObject(""Object Repository/Page_WOLF/button_Confirm""))",Chrome 109.0.0.0,,,2566-01-29 01:04:01,2566-01-29 01:04:33,31.952s,PASSED
,,,,,,,
Test Cases/Sprint1/Action_Save Draft,Chrome 109.0.0.0,,,2566-01-29 01:04:33,2566-01-29 01:05:57,1m - 23.194s,PASSED
delay(8),Chrome 109.0.0.0,,,2566-01-29 01:04:35,2566-01-29 01:04:43,8.044s,PASSED
